"","","","","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 ","2020-21 "
"","","","5402076 - Craig-Yr-Eos Infants School ",".",".",".",".",".","."
"","","","5402077 - Caegarw Primary School ",188,183.5,182,178.5,172,165
"","","","5402079 - Cwmlai Primary School ",431,429.5,412.5,400.5,396,407.5
"","","","5402080 - Cwmclydach Junior School ",".",".",".",".",".","."
"","","","5402083 - Dolau County Primary School ",468,472,465.5,468.5,474.5,480.5
"","","","5402084 - Capcoch Primary School ",140,144,155.5,168,173,162
"","","","5402087 - Gilfach Goch Infants School ",".",".",".",".",".","."
"","","","5402088 - Cwmclydach Infants School ",".",".",".",".",".","."
"","","","5402091 - Glanffrwd Infant School ",".",".",".",".",".","."
"","","","5402092 - Cymmer Junior School ",126,133,".",".",".","."
"","","","5402093 - Caradog Primary School ",195,213,221,224,228,225.2
"","","","5402095 - Glantaf Infant School ",".",".",".",".",".","."
"","","","5402096 - Cymmer Infants School ",139,130.5,".",".",".","."
"","","","5402098 - Graig-Y-Wion Primary School ",".",".",".",".",".","."
"","","","5402099 - Dinas  Junior School ",".",".",".",".",".","."
"","","","5402100 - Carnetown Primary School ",".",".",".",".",".","."
"","","","5402102 - Ffynnon Taf Primary School ",205,210,202,200,215.5,212.2
"","","","5402104 - Hawthorn PrimarySchool ",253,261.5,259,247,248.5,239
"","","","5402107 - Comin Junior Mixed School ",".",".",".",".",".","."
"","","","5402110 - Hendreforgan Infants School ",".",".",".",".",".","."
"","","","5402112 - Darran Park Primary School ",301,306.5,370,350,336,334.5
"","","","5402114 - Hendreforgan Junior School ",".",".",".",".",".","."
"","","","5402115 - Ferndale Infants School ",61,60,".",".",".","."
"","","","5402116 - Comin  Infants School ",".",".",".",".",".","."
"","","","5402118 - Llanilltud Faerdref Primary ",230,197,197,187,192.5,178.5
"","","","5402119 - Gelli Primary School ",223,225,216,209,210,218
"","","","5402124 - Llantrisant Primary ",139,137.5,128,120.5,126,128
"","","","5402125 - Cwmaman  Infants School ",134,116,105.5,44.166667,".","."
"","","","5402127 - Hafod Primary School ",106,111.5,117,120.5,119.5,124
"","","","5402130 - Maes-Y-Coed Primary School ",314,295.5,306,306,300.5,288.7
"","","","5402131 - Cwmbach Infants School ",".",".",".",".",".","."
"","","","5402134 - Cwmdar County Primary School ",285,277,263.5,254.5,245.5,239
"","","","5402137 - Parclewis Primary School ",223,212,236,232,225,239.5
"","","","5402138 - Llwyncelyn Infants School ",74,74,61.5,23.958333,".","."
"","","","5402139 - Cynon Infants School ",".",".",".",".",".","."
"","","","5402142 - Llanharan Primary School ",137,136.5,143,145,144.5,146.7
"","","","5402143 - Llwynypia Primary School ",222,212,209.5,207,214.5,215.5
"","","","5402144 - Darrenlas Primary School ",240,237.5,237,226.5,194,223.7
"","","","5402150 - Penrhiwfer Infants School ",".",".",".",".",".","."
"","","","5402151 - Llanhari Primary School ",177,183,186,190,183,180.2
"","","","5402152 - Maerdy Junior School ",".",".",".",".",".","."
"","","","5402156 - Maerdy Infants School ",".",".",".",".",".","."
"","","","5402157 - Glynhafod Junior School ",102,113,107,47.916667,".","."
"","","","5402160 - Pontyclun Primary School ",525,511.5,519,520,496.5,498.7
"","","","5402161 - Parc Primary School ",204,211,203.5,205,189.5,204
"","","","5402167 - Rhigos Primary School ",66,72,63,77,68,74
"","","","5402168 - Tonyrefail Primary School ",300,298.5,277.5,115.416667,".","."
"","","","5402169 - Pentre Primary School ",79,".",".",".",".","."
"","","","5402170 - Hirwaun Primary School ",234,233,244,244.5,260,242
"","","","5402174 - Nantgarw Infants School ",".",".",".",".",".","."
"","","","5402176 - Penygraig Junior School ",108,112,126,52.083333,".","."
"","","","5402179 - Penygraig Infants School ",159,146.5,126.5,51.666667,".","."
"","","","5402180 - Llwydcoed Primary ",91,101,97,101,107,121
"","","","5402182 - Trallwng Infants School ",136,108,87,97,100,98
"","","","5402183 - Penyrenglyn Junior  School ",".",".",".",".",".","."
"","","","5402184 - Newtown Primary School ",".",".",".",".",".","."
"","","","5402186 - Trefforest Primary School ",".",".",".",".",".","."
"","","","5402191 - Penyrenglyn Infant School ",".",".",".",".",".","."
"","","","5402192 - Pengeulan Primary School ",155,136,132,139,139,134.2
"","","","5402196 - Pontrhondda Primary School ",137,144,162,158.5,167,160
"","","","5402199 - Trehopcyn Primary School ",107,104,93.5,104,101,94
"","","","5402200 - Pontygwaith Primary School ",180,202,179.5,180,176,169.2
"","","","5402201 - Penrhiwceibr Junior School ",".",".",".",".",".","."
"","","","5402206 - Trerobart Primary School ",226,237,229.5,218.5,203,178.7
"","","","5402208 - Penrhiwceibr Infants School ",".",".",".",".",".","."
"","","","5402211 - Porth Infants School ",86,91.5,70.5,28.333333,".","."
"","","","5402212 - Penywaun Infants School ",".",".",".",".",".","."
"","","","5402216 - Y.G.G. Pont Sion Norton ",274,281,293,295,299,289
"","","","5402218 - Perthcelyn Community Primary School ",139,130.5,119.5,117,118.5,121
"","","","5402221 - Heol-Y-Celyn Primary School ",354,354,339.5,365,347,333.2
"","","","5402222 - Ton Pentre Junior  School ",150,155,177,193,191,201.4
"","","","5402223 - Ynysboeth Junior School ",".",".",".",".",".","."
"","","","5402225 - Craig-Yr-Hesg Primary School ",143,144,146,153,159,168.2
"","","","5402226 - Ynysboeth Infant School ",".",".",".",".",".","."
"","","","5402228 - Llwyncrwn Primary School ",319,302.5,324.5,316.5,309,298.2
"","","","5402229 - Ton  Infants School ",200,183.5,122.5,168.5,169,154.5
"","","","5402230 - Penywaun Junior School ",".",".",".",".",".","."
"","","","5402234 - Tonypandy Primary School ",141,131,125.5,49.166667,".","."
"","","","5402235 - Ysgol G.G. Aberdar ",425,421,422,415,406,414.2
"","","","5402238 - Gwauncelyn Infants School ",".",".",".",".",".","."
"","","","5402240 - Cwmbach Junior School ",".",".",".",".",".","."
"","","","5402242 - Gwauncelyn Junior School ",".",".",".",".",".","."
"","","","5402243 - Trealaw Primary School ",150,142,144.5,151,146,140.2
"","","","5402244 - Glenboi Primary School ",118,125.5,130,129,134,138
"","","","5402247 - Cefn Primary School ",125,122,134,140,146,148
"","","","5402248 - Treherbert Infants ",".",".",".",".",".","."
"","","","5402250 - Ysgol Gymraeg Garth Olwg ",331,328,355,351,146.25,"."
"","","","5402251 - Treorchy Primary School ",351,417,406,396.5,424.5,420.7
"","","","5402257 - Gwaunmeisgyn Junior School ",".",".",".",".",".","."
"","","","5402258 - Williamstown Primary School ",335,333,337,333,356,340
"","","","5402260 - Gwaunmeisgyn Infants School ",".",".",".",".",".","."
"","","","5402263 - Maesybryn Primary School ",404,391.5,393,388.5,394.5,369
"","","","5402264 - Tylorstown Primary School ",153,163,169,177.5,166,172
"","","","5402269 - Tref-Y-Rhyg Primary School ",105,104,115,142,148,113
"","","","5402272 - Ysgol G.G. Tonyrefail ",249,233,196,195.5,187,179.5
"","","","5402276 - Penygawsi Primary School ",268,259,251.5,249.5,241.5,234.5
"","","","5402277 - Ynyshir Infants School ",".",".",".",".",".","."
"","","","5402281 - Ynyswen Infant School ",".",".",".",".",".","."
"","","","5402284 - Ysgol G. G. Llwyncelyn ",306,303,303,306,263.5,311
"","","","5402287 - Ysgol G.G. Ynyswen ",282,287,284,274,282,289
"","","","5402289 - Rhiwgarn Infant School ",".",".",".",".",".","."
"","","","5402291 - Penrhys Infant School ",".",".",".",".",".","."
"","","","5402293 - Penrhys Junior School ",".",".",".",".",".","."
"","","","5402295 - Porth Junior  School ",117,121,124,51.25,".","."
"","","","5402306 - Tonysguboriau Primary School ",242,231.5,250,246.5,240.5,239.5
"","","","5402345 - Ynyshir Junior School ",".",".",".",".",".","."
"","","","5402351 - YGGG Llantrisant ",364,346,334,313,312,285.5
"","","","5402356 - Ysgol G.G. Bodringallt ",156,144,120.5,135,120,120
"","","","5402359 - Ysgol G.G. Castellau ",254,257,246,247.5,246,248
"","","","5402361 - Ysgol G.G. Llyn Y Forwyn ",198,202,198,188,199,182.2
"","","","5402362 - Ysgol G.G. Evan James ",335,311,288,289,289,285.5
"","","","5402364 - Ysgol Gymraeg Abercynon ",341,336,342,343.5,312,307
"","","","5402365 - Ysgol G.G. Bronllwyn ",247,257,235,239,236,244
"","","","5402367 - Miskin Primary School ",131,131,133,120,119.5,115.5
"","","","5402369 - Penpych Community Primary School ",169,177.5,185,198.5,206.5,193
"","","","5402370 - Hendreforgan Primary School ",200,198.5,205,203.5,215,210.2
"","","","5402371 - Penyrenglyn Primary School ",262,276,241,232,209,193
"","","","5402372 - Penywaun Primary School ",233,223,228,200,201,202.2
"","","","5402373 - Penrhys Primary School ",134,134,118.5,111,114.5,92.5
"","","","5402374 - Gwaunmeisgyn Primary School ",290,299,298.5,307,318,333.5
"","","","5402375 - Gwauncelyn primary ",401,391.5,397.5,410,407,423
"","","","5402376 - Penrhiwceibr Primary ",151,145.5,138.5,146,139,147.2
"","","","5402377 - Ysgol yr Eos primary ",111,127,138,54.166667,".","."
"","","","5402378 - Ynyshir Primary School ",242,253,251.5,250.5,258.5,256.7
"","","","5402380 - Cwmclydach Primary ",237,222.5,235.5,226,213,204.4
"","","","5402381 - Aberdare Park Primary ",319,318.5,345,339,338.5,329
"","","","5402382 - Maerdy Community Primary School ",244,243,263.5,280.5,271,276
"","","","5402383 - Cwmbach Community Primary School ",268,268.5,247.5,258.5,266,294.9
"","","","5402384 - Ynysboeth Community Primary School ",175,171,167,174.5,175,157.7
"","","","5402385 - Abercynon Community Primary School ",312,310,326,340.5,337,342
"","","","5402386 - Cymmer Primary School ",".",".",259,255,255.5,238.5
"","","","5402387 - Cwmaman Primary ",".",".",".",128.916667,218.5,223.5
"","","","5403309 - Our Ladys R.C. Primary School ",117,119,114.5,108.5,111,99.5
"","","","5403312 - St Michael's R.C. Primary School ",242,242,233,220.5,212,201.5
"","","","5403313 - St Gabriel & Raphael R.C.P. School ",128,133.5,141.5,149,159,146.2
"","","","5403314 - St Margaret's R.C. Primary School ",132,137,125,144,126.5,130.2
"","","","5403317 - Aberdare Town C.I.W. Primary School ",309,318.5,288.5,291.5,294,282
"","","","5403319 - Cwmbach C.I.W. Primary School ",75,89.5,99,106,99,103
"","","","5409999 - Dinas/ Craig yr eos ",".",".",".",".",".","."
"","","","5405999 - Ysgol Llanhari ",".",".",".",".",".","."
"","","","5409991 - Unallocated resources - primary ",".",".",".",".",".","."
"","","Rhondda Cynon Taf - Middle ","",471,509,508,2567,4667.083333,5349
"","","Rhondda Cynon Taf - Middle ","5405500 - Ysgol Llanhari ",471,509,508,567,671,702
"","","","5405501 - Porth Community School ",".",".",".",571,932,901.5
"","","","5409996 - Unallocated resources - middle ",".",".",".",".",".","."
"","","","5405502 - Ysgol Nantgwyn ",".",".",".",664,1012,1044.5
"","","","5405503 - Tonyrefail Community School ",".",".",".",765,1369,1522
"","","","5405504 - Establish WM community 3-19 Middle school on Garth Olwg site ",".",".",".",".",683.083333,1179
"","","Rhondda Cynon Taf - Secondary ","",15617,15357,15194,13790.333333,12477.666667,12259
"","","Rhondda Cynon Taf - Secondary ","5404019 - Bryncelynnog Comprehensive School ",1046,1047,1098,1139,1184,1210
"","","","5404022 - The Coedylan Comprehensive School ",1032,976,955,922,873,862
"","","","5404027 - Hawthorn High School ",816,761,738,741,721,697
"","","","5404053 - Mountain Ash Comprehensive School ",837,859,862,886,937,978
"","","","5404054 - Ysgol Gyfun Garth Olwg ",801,808,806,814,341.666667,"."
"","","","5404056 - Blaengwawr Comprehensive School ",".",".",".",".",".","."
"","","","5404057 - Tonyrefail Comprehensive School ",936,931,978,431.25,".","."
"","","","5404081 - Treorchy Comprehensive School ",1630,1615,1652,1656,1612,1587
"","","","5404083 - Ferndale Community School ",638,611,556,584,609,583
"","","","5404087 - Porth County Community School ",954,890,795,301.25,".","."
"","","","5404088 - Ysgol Gyfun Llanhari ",".",".",".",".",".","."
"","","","5404095 - Tonypandy Community College ",745,710,604,260.833333,".","."
"","","","5404096 - Y Pant Comprehensive School ",1303,1288,1289,1323,1362,1367
"","","","5404097 - Ysgol Gyfun Cymer Rhondda ",759,728,731,735,747,743
"","","","5404100 - Aberdare Boys' School ",".",".",".",".",".","."
"","","","5404101 - Aberdare Girls' Comprehensive School ",".",".",".",".",".","."
"","","","5404105 - Ysgol Gyfun Rhydywaun ",998,980,957,973,1000,1059
"","","","5404106 - Aberdare Community School ",1350,1332,1345,1289,1298,1309
"","","","5404602 - Cardinal Newman R.C. Comprehensive School ",761,780,796,775,817,900
"","","","5404604 - St John Baptist C.I.W. High School ",1011,1041,1032,960,976,964
"","","","5409992 - Unallocated resources - secondary ",".",".",".",".",".","."
"","","Rhondda Cynon Taf - Special ","",487,537.5,548,547,571,580
"","","Rhondda Cynon Taf - Special ","5407006 - Maesgwyn Special School ",118,140.5,137,130,128,130
"","","","5407008 - Park Lane Special School ",88,99,101,94,98,88
"","","","5407011 - Ysgol Hen Felin ",168,173,171,181,185,189
"","","","5407015 - Ysgol Ty Coch ",113,125,139,142,160,173
"","","","5409993 - Unallocated resources - special ",".",".",".",".",".","."
"","Merthyr Tydfil ","","",8286.31,8540.12,8659.3,8736.14,8852.51,8948.68
"","Merthyr Tydfil ","Merthyr Tydfil - Nursery ","",51.16,56,60.83,58.33,0,0
"","","Merthyr Tydfil - Nursery ","5421001 - Ynysowen Nursery School ",".",".",".",".",".","."
"","","","5421002 - Trefechan Nursery School ",".",".",".",".",".","."
"","","","5421026 - Treharris Nursery School ",".",".",".",".",".","."
"","","","5421027 - Gurnos Nursery School ",51.16,56,60.83,58.33,".","."
"","","","5429994 - Unallocated resources - nursery ",".",".",".",".",".","."
"","","Merthyr Tydfil - Primary ","",5220.83,5448.8,5541.14,5612.46,5701.17,5684.7
"","","Merthyr Tydfil - Primary ","5422000 - Abercanaid Community School ",201.67,193.34,194.32,193.99,197.51,189.33
"","","","5422002 - Cyfarthfa Junior School ",332.33,358.34,378.33,405.66,406,398.34
"","","","5422005 - Brecon Road Infants School ",".",".",".",".",".","."
"","","","5422006 - Caedraw Primary School ",202.02,220,212.01,206.5,214.51,218.17
"","","","5422008 - Dowlais Infants School ",".",".",".",".",".","."
"","","","5422010 - Gellifaelog Primary School ",241.82,243.33,248.32,257.66,251.33,245.16
"","","","5422014 - Mount Pleasant Primary School ",".",".",".",".",".","."
"","","","5422015 - Pantysgallog Primary School ",197.65,206.32,220.65,238,260.32,281
"","","","5422019 - Pentrebach Infants School ",".",".",".",".",".","."
"","","","5422020 - Gwaunfarren Primary School ",247.84,250.32,270.48,272.33,264,264.66
"","","","5422022 - Heolgerrig Primary School ",214.66,223.02,233.01,232.33,233.35,237.17
"","","","5422027 - Troedyrhiw Junior School ",".",".",".",".",".","."
"","","","5422028 - Troedyrhiw Infant School ",".",".",".",".",".","."
"","","","5422029 - Twynyrodyn Junior School ",".",".",".",".",".","."
"","","","5422030 - Twynyrodyn Infants School ",".",".",".",".",".","."
"","","","5422035 - Goetre Junior School ",".",".",".",".",".","."
"","","","5422036 - Goetre Infants School ",".",".",".",".",".","."
"","","","5422037 - Gwernllwyn Junior School ",".",".",".",".",".","."
"","","","5422039 - Ynysowen Primary School ",234.49,252.33,258.35,257.67,278.99,279.84
"","","","5422040 - Edwardsville Junior School ",".",".",".",".",".","."
"","","","5422042 - Ysgol Santes Tudful ",422.65,417.82,420,436.33,446.49,452.17
"","","","5422054 - Bedlinog Primary School ",99.33,95.67,89.99,88.35,89.99,95.34
"","","","5422231 - Trelewis Primary School ",205.67,219,225.68,231.99,235.33,242.17
"","","","5422330 - Ysgol-Y-Graig Primary School ",184.01,202.32,192,176.66,189,186.34
"","","","5422346 - Ysgol Gymraeg Rhyd-Y-Grug ",219.01,251.34,264.34,273.01,288,299.66
"","","","5422350 - EdwardsVille Primary ",".",".",".",".",".","."
"","","","5422351 - Ysgol Gynradd Coed y Dderwen ",200,230.15,238.5,236.65,237,243.67
"","","","5422352 - Twynrodyn Community School ",344.18,355.51,348.68,355.34,320.66,320.67
"","","","5422353 - Edwardsville Primary School ",339.67,365.67,361.66,349.01,346.68,342.51
"","","","5422354 - Troedyrhiw Primary School ",205.34,205.83,210.99,212.32,217.67,215.17
"","","","5422355 - Dowlais Primary School ",214.49,220.67,220,198.67,194.34,197.17
"","","","5422356 - Goetre Primary School ",404.67,404,401.67,421,476.68,462.17
"","","","5423300 - St Illtyds R.C.Primary School ",159.99,166.33,173.67,168.33,162.66,148.83
"","","","5423306 - St Mary's R.C. Primary School ",182.33,198.49,203.5,221,215.67,202.67
"","","","5423307 - St Aloysius Primary School ",167.01,169,174.99,179.66,174.99,162.49
"","","","5423999 - Twynyrodyn Primary School ",".",".",".",".",".","."
