"","","","","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 ","2020-21 "
"","","","5165201 - Ysgol Pen Y Bryn ",1403.853518,1393.163829,1388.762691,1348.056158,1301.208492,1364.423544
"","","","5169991 - Unallocated resources - primary ",57,179,105,55,307.037384,52
"","","","5165500 - Establish new WM primary school on Dolgarrog site ",".",".",0,".",".","."
"","","Conwy - Middle ","5169996 - Unallocated resources - middle ",".",0,0,0,0,0
"","","Conwy - Secondary ","",33578.0539,33785.953456,33432.236686,33038.958825,33119.641003,34904.727079
"","","Conwy - Secondary ","5164022 - Ysgol John Bright ",6106.708093,6194.33403,6125.900671,6167.931867,6137.220173,6413.046904
"","","","5164023 - Ysgol Aberconwy ",4063.932969,4322.943543,4351.121421,4264.77201,4390.947184,4722.944605
"","","","5164035 - Ysgol Dyffryn Conwy ",3714.666711,3755.877338,3713.736021,3698.97588,3669.006871,3885.74408
"","","","5164038 - Ysgol Y Creuddyn ",3300.936565,3281.547098,3123.059057,2953.561852,2860.517094,3155.359025
"","","","5165400 - Ysgol Emrys Ap Iwan ",5496.549623,5289.35268,5037.436513,4877.612619,4925.795706,5195.289346
"","","","5165402 - Eirias High School ",6343.95315,6255.97391,6348.516024,6321.863276,6365.342942,6602.976235
"","","","5165403 - Ysgol Bryn Elian ",4516.306791,4650.924857,4697.46698,4719.241321,4505.632591,4894.366885
"","","","5169992 - Unallocated resources - secondary ",35,35,35,35,265.178442,35
"","","Conwy - Special ","",3499.274848,3821.977878,3771,4298.60441,4428.383125,4704.734
"","","Conwy - Special ","5167001 - Canolfan Addysgol Y Gogarth ",".",".",".",".",".","."
"","","","5167006 - Ysgol-Y-Graig ",".",".",".",".",".","."
"","","","5167007 - Ysgol Y Gogarth / Y Graig ",3497.274848,3819.977878,3769,4296.60441,4405.85595,4702.734
"","","","5169993 - Unallocated resources - special ",2,2,2,2,22.527175,2
"","Denbighshire ","","",70217.651086,70717.271119,72774.641349,72989.455992,74802.627576,78772.546429
"","Denbighshire ","Denbighshire - Nursery ","5189994 - Unallocated resources - nursery ",0,0,0,0,0,0
"","","Denbighshire - Primary ","",31795.180973,32449.771047,33122.492614,32643.08813,32491.838357,33139.191397
"","","Denbighshire - Primary ","5182011 - Ysgol Hiraddug ",761.132859,723.704907,750.795967,758.55621,785.880118,815.524581
"","","","5182034 - Bodnant Infants School ",".",".",".",".",".","."
"","","","5182037 - Ysgol Y Castell ",726.883439,747.393833,757.523454,776.906771,781.246705,841.556393
"","","","5182038 - Christchurch C.P. School ",1558.46222,1611.358397,1763.545859,1746.753428,1727.972599,1878.20087
"","","","5182039 - Ysgol Llywelyn ",1848.64984,1934.486179,2065.857754,2154.377061,2298.104919,2392.002671
"","","","5182057 - Ysgol Y Faenol ",548.485029,548.975099,569.676884,596.79496,615.675032,639.854613
"","","","5182059 - Ysgol Penmorfa ",1441.653701,1450.480073,1484.071933,1502.626764,1605.435189,1644.116755
"","","","5182060 - Ysgol Emmanuel ",1625.313592,1638.419389,1688.533328,1761.910219,1724.532356,1803.379477
"","","","5182066 - Ysgol Dewi Sant ",1620.165069,1636.721727,1724.006699,1689.914576,1632.740024,1659.857311
"","","","5182067 - Ysgol Melyd ",727.784432,591.876701,626.271881,632.756271,616.774031,612.269731
"","","","5182070 - Bodfari C.P. School ",214.283025,209.360359,196.753805,219.117217,210.883138,226.910503
"","","","5182072 - Bryn Hedydd C.P. School ",1370.066268,1382.595005,1417.756216,1426.511546,1458.69327,1540.236284
"","","","5182079 - Bodnant Junior School ",".",".",".",".",".","."
"","","","5182098 - Ysgol Esgob Morgan ",389.457734,".",".",".",".","."
"","","","5182124 - Ysgol Cefn Meiriadog ",340.449837,310.557764,294.05284,304.631668,302.915595,324.379302
"","","","5182125 - Ysgol Frongoch ",607.06972,656.183731,657.395116,663.116747,692.721348,722.568413
"","","","5182127 - Ysgol Gynradd Henllan ",314.962745,313.021717,249.665404,329.97532,347.776819,336.119907
"","","","5182133 - Gwaenynog Infants C.P. School ",".",".",".",".",".","."
"","","","5182134 - Twm O'r Nant ",957.885798,962.732622,1002.631977,1057.705275,1083.441368,1109.147023
"","","","5182135 - Ysgol Bryn Clwyd ",221.494217,219.078609,226.876365,222.770578,244.578493,266.919128
"","","","5182136 - Ysgol Y Parc Infants ",683.597901,706.057338,701.426982,745.114587,756.261354,783.108948
"","","","5182163 - Clocaenog C.P. School ",".",".",".",".",".","."
"","","","5182164 - Gellifor C.P. School ",360.465212,345.26249,303.629442,302.234057,311.531169,260.44937
"","","","5182165 - Ysgol Bro Famau - Graianrhyd Unit ",".",".",".",".",".","."
"","","","5182166 - Ysgol Cyffylliog ",".",".",".",".",".","."
"","","","5182167 - Ysgol Bro Famau - Llanarmon Unit ",".",".",".",".",".","."
"","","","5182168 - Ysgol Gynradd Pentrecelyn ",212.979411,230.777348,219.263421,228.765309,230.546353,236.214488
"","","","5182169 - Rhewl C.P. School ",300.377352,225.590744,196.585968,202.548771,".","."
"","","","5182214 - Betws Gwerfil Goch School ",196.561077,204.756808,208.941933,215.715175,226.619631,233.404453
"","","","5182215 - Ysgol Gynradd Carrog ",217.531022,202.479284,217.830058,234.636538,280.274419,248.540975
"","","","5182216 - Ysgol Caer Drewyn ",415.229101,407.252049,440.701426,484.044655,486.465327,505.232598
"","","","5182218 - Glyndyfrdwy Community School ",".",".",".",".",".","."
"","","","5182219 - Ysgol Bro Elwern ",210.189206,225.168699,232.066726,249.232624,300.568632,278.628397
"","","","5182220 - Llandrillo C.P. School ",".",".",".",".",".","."
"","","","5182227 - Ysgol Y Llys ",1076.84769,1173.339275,1210.360182,1282.69394,1309.675833,1441.696713
"","","","5182228 - Ysgol Bro Famau - Llanferres Unit ",".",".",".",".",".","."
"","","","5182234 - Ysgol Bryn Collen Llangollen ",598.721615,600.409208,608.815578,602.198954,629.10461,637.393323
"","","","5182236 - Heulfre Junior School ",".",".",".",".",".","."
"","","","5182239 - Ysgol Maes Hyfryd ",".",".",".",".",".","."
"","","","5182255 - Rhos Street C.P. School ",548.385007,557.214007,605.680735,615.821847,735.386129,758.176593
"","","","5182256 - Ysgol Pen Barras ",828.200884,838.118406,880.113865,925.755079,1001.467103,1058.234989
"","","","5182261 - Ysgol Bro Cinmeirch ",371.821988,381.942736,384.469342,388.384532,403.572858,424.255611
"","","","5182262 - Ysgol Bro Fammau ",426.563019,431.871329,437.731695,440.681982,429.187317,466.742011
"","","","5182263 - Ysgol Gymraeg Y Gwernant Welsh Medium Primary ",587.366296,590.782198,610.307044,598.03832,588.667242,627.357504
"","","","5182264 - Ysgol Clawdd Offa ",1195.183219,1329.919333,1304.246828,1278.218725,1379.107443,1351.597537
"","","","5182265 - Bodnant Community School ",1512.043207,1479.633555,1480.271318,1550.890643,1536.803074,1615.932998
"","","","5182266 - Ysgol Pendref ",723.24035,814.009791,816.921544,800.448052,767.33142,784.572578
"","","","5182267 - Ysgol Bro Dyfrdwy ",422.63756,452.564775,442.192017,488.144375,506.917639,568.828866
"","","","5182268 - Ysgol Carreg Emlyn ",414.567695,462.191142,475.314181,473.14995,417.16099,401.580799
"","","","5183020 - Ysgol Tremeirchion ",295.745041,310.834306,327.267175,339.137316,369.917348,380.339451
"","","","5183024 - St Asaph V.P. Infants ",440.443332,455.882549,405.468002,436.892839,435.163351,438.75239
"","","","5183034 - Llantysilio C.I.W. Controlled School ",".",".",".",".",".","."
"","","","5183044 - Ysgol Reoledig Llanbedr ",212.428444,220.066978,227.120046,241.891466,298.045235,294.482833
"","","","5183045 - Ysgol Reoledig Llanfair D.C. ",395.96592,396.918583,414.39649,433.979929,453.473225,484.943455
"","","","5183050 - Borthyn V.C. Primary School ",556.840014,588.834159,555.923081,514.121793,500.566344,506.726392
"","","","5183051 - Ysgol Trefnant ",".",".",".",".",".","."
"","","","5183057 - Ysgol Reoledig Pantpastynog ",352.551543,327.640796,343.49542,328.079532,326.383548,371.388719
"","","","5183061 - Ysgol Dyffryn Ial ",232.807292,254.119151,280.939656,277.981388,283.55798,272.472645
"","","","5183062 - Ysgol Esgob Morgan C.I.W. Voluntary Controlled Primary School ",".",422.615492,427.470621,432.104614,451.041248,477.033103
"","","","5183313 - St Winefrides R.C. School ",".",".",".",".",".","."
"","","","5183315 - Ysgol Mair R.C. School ",1053.765224,1125.652965,1080.133824,1096.460315,435.348,"."
"","","","5183316 - Ysgol Trefnant ",337.156344,361.077447,371.398536,351.176211,351.599532,418.060699
"","","","5185999 - St Brigid's School ",".",".",".",".",".","."
"","","","5189991 - Unallocated resources - primary ",1340.76948,1389.842,1436.594,240.12,160.723,0
"","","","5185500 - Establish a new dual stream VC CIW primary school ",".",".",0,".",".","."
"","","Denbighshire - Middle ","",2171.98076,2221.198,2272.112,2269.314,3864.773,5708.323
"","","Denbighshire - Middle ","5185901 - St Brigid's School ",2166.505,2215.83,2272.112,2269.314,2320.388,2499.434
"","","","5185902 - Establish new EM VA 3-16 Middle school on existing sites ",".",".",".",".",1544.385,3208.889
"","","","5189996 - Unallocated resources - middle ",5.47576,5.368,0,0,0,0
"","","Denbighshire - Secondary ","",31297.875283,31003.971002,32241.807735,32810.335269,33044.745219,34242.52849
"","","Denbighshire - Secondary ","5184003 - Rhyl High School ",3986.117152,4158.463813,4816.285307,5153.593141,5578.012055,6218.608945
"","","","5184014 - Prestatyn High School ",7281.425621,7058.080932,7184.781287,6712.827548,6877.824894,7311.412263
"","","","5184020 - Ysgol Uwchradd Glan Clwyd ",4594.069531,4668.477494,4947.961349,5192.26393,5325.223965,5699.878797
"","","","5184026 - Denbigh High School ",3142.942227,2912.433557,3010.589505,2974.379071,3059.86154,3207.113089
"","","","5184027 - Ysgol Dinas Bran ",4681.390464,5044.250271,5092.229407,5440.96386,5646.229722,5946.827799
"","","","5184031 - Ysgol Brynhyfryd ",5289.095123,5028.493452,5116.675934,5299.600437,5565.300044,5858.687596
"","","","5184601 - Blessed Edward Jones R.C. School ",2058.854165,1831.317483,1765.953945,1668.984283,706.507,"."
"","","","5185900 - St Brigid's Secondary ",".",".",".",".",".","."
"","","","5189992 - Unallocated resources - secondary ",263.981,302.454,307.331,367.723,285.786,0
"","","Denbighshire - Special ","",4952.61407,5042.33107,5138.229,5266.718594,5401.271,5682.503542
"","","Denbighshire - Special ","5187000 - Ysgol Tir Morfa ",2018.619538,2073.801197,2152.255735,2190.595472,2270.51667,2383.089009
"","","","5187010 - Ysgol Plas Brondyffryn ",2919.741532,2954.276873,2971.719265,3067.071122,3125.56333,3299.414533
"","","","5189993 - Unallocated resources - special ",14.253,14.253,14.254,9.052,5.191,0
"","Flintshire ","","",89036.281901,91025.508836,91320.183904,92424.656377,94134.291249,100413.166116
"","Flintshire ","Flintshire - Nursery ","",0,0,0,0,0,0
"","","Flintshire - Nursery ","5201003 - The Croft Nursery School ",".",".",".",".",".","."
"","","","5209994 - Unallocated resources - nursery ",0,0,0,0,0,0
"","","Flintshire - Primary ","",44627.414203,46033.086836,46328.249729,46992.941656,48043.561177,50762.247422
"","","Flintshire - Primary ","5202002 - Ysgol Glan Aber C.P. ",406.125627,456.531787,473.436361,480.186994,501.651274,523.172088
"","","","5202003 - Merllyn C.P. School ",559.503519,602.333822,618.717288,610.910529,585.45064,619.299086
"","","","5202004 - Westwood Community Primary School ",695.225255,802.366282,764.6233,808.251245,806.484368,859.376541
"","","","5202008 - Custom House Lane C.P. ",".",".",".",".",".","."
"","","","5202009 - Dee Road Infants School ",".",".",".",".",".","."
"","","","5202012 - Ewloe Green C.P. School ",1139.560067,1169.877489,1162.205457,1171.218683,1185.797034,1294.553141
"","","","5202013 - Ysgol Bryn Garth ",350.326565,392.163394,376.074959,387.290509,388.230363,397.185981
"","","","5202015 - Gwynedd C.P. School ",1260.193608,1473.841023,1499.903911,1540.330728,1674.191933,1825.357561
"","","","5202017 - Ysgol Maes Edwin ",272.818583,271.807653,".",".",".","."
"","","","5202018 - Greenfield C.P. School ",791.793179,867.490842,923.347393,926.133936,942.245584,1018.606509
"","","","5202021 - Ysgol Gymraeg Mornant ",240.407509,246.290612,225.555037,223.456101,232.101301,248.812882
"","","","5202022 - Ysgol Y Fron C.P. School ",551.660077,250.341159,".",".",".","."
"","","","5202023 - Perth Y Terfyn Infants School ",401.854872,170.6077,".",".",".","."
"","","","5202024 - Ysgol Estyn C.P. ",695.077666,725.622172,722.548456,755.370906,758.323948,815.12743
"","","","5202026 - Lixwm C.P. School ",260.951186,289.186685,267.524534,278.108145,280.920256,297.754768
"","","","5202027 - Llanfynydd C.P. School ",217.714542,211.568427,".",".",".","."
"","","","5202028 - Ysgol Glanrafon ",998.710623,1067.970006,1108.918104,1080.290759,1090.499518,1222.950964
"","","","5202031 - Mynydd Isa Junior School ",".",".",".",".",".","."
"","","","5202032 - Northop Hall C.P. School ",549.977523,568.570137,612.509462,659.742286,678.581963,694.561855
"","","","5202040 - Saltney Wood Memorial C.P. School ",569.103811,639.593071,633.310177,596.463934,633.649674,668.745247
"","","","5202041 - Sealand C.P. School ",609.895849,689.880722,684.954348,716.728735,735.424798,724.637938
"","","","5202042 - Shotton Infants School ",".",".",".",".",".","."
"","","","5202043 - Sychdyn C.P. School ",467.478705,522.423155,618.19203,628.608393,629.544825,634.949347
"","","","5202044 - Ysgol Gynradd Trelogan ",248.222274,281.135285,300.368239,318.139665,336.098317,354.086326
"","","","5202046 - Ysgol Bryn Pennant C.P. ",426.127961,481.113002,526.642068,498.413131,500.61867,521.425712
"","","","5202049 - Ysgol Bro Carmel ",540.462302,622.453293,606.909276,616.422376,653.116039,653.618531
"","","","5202050 - Ysgol Rhos Helyg ",481.973863,503.666546,497.932009,532.928901,535.778081,542.995764
"","","","5202051 - Ysgol Terrig ",238.779437,241.633848,244.901332,263.058679,267.656094,293.476859
"","","","5202052 - Bryn Deva C.P. School ",819.257948,870.850546,930.79666,998.221962,1035.651276,1069.469805
"","","","5202053 - Sandycroft C.P. School ",980.737987,1078.065925,1109.269871,1144.195281,1173.184971,1258.58266
"","","","5202056 - Gwernymynydd C.P. School ",244.998551,236.656471,274.183232,282.845106,315.009122,339.175426
"","","","5202061 - Queens Ferry C.P. School ",610.903512,665.206787,615.900796,635.23285,638.286302,660.592212
"","","","5202062 - Ysgol Bryn Coch C.P. ",1912.450908,2059.315955,2116.402874,2088.200668,2134.830351,2346.996011
"","","","5202063 - Mountain Lane C.P. School ",1220.723505,1321.576612,1345.489799,1380.408901,1380.854813,1477.969064
"","","","5202064 - Ysgol Y Foel ",256.384538,288.199425,257.461693,247.121428,232.176302,251.687536
"","","","5202065 - Brynford C.P. School ",275.668866,327.349823,335.151905,333.392919,341.938095,372.730561
"","","","5202068 - Ysgol Bryn Gwalia C.P. ",732.91804,692.204008,699.449898,664.508236,661.134851,661.993815
"","","","5202069 - Ysgol Y Ddol ",".",".",".",".",".","."
"","","","5202073 - Hawarden C.P. Infants ",".",".",".",".",".","."
"","","","5202075 - Penyffordd Junior School ",".",".",".",".",".","."
"","","","5202077 - Golftyn C.P. School ",1214.744195,1279.829378,1294.817868,1319.746136,1337.923431,1441.623518
"","","","5202078 - Saltney Ferry C.P. School ",404.581679,461.508141,511.484098,457.170286,525.233793,540.495249
"","","","5202080 - Wat's Dyke Infants School ",".",".",".",".",".","."
"","","","5202081 - Ysgol Y Waun ",345.290711,367.566695,384.484845,385.049909,390.539565,422.075642
"","","","5202082 - Ysgol Gwenffrwd ",657.472758,684.250566,680.124627,616.008781,643.070504,655.347018
"","","","5202083 - Taliesin Junior School ",".",".",".",".",".","."
"","","","5202084 - Abermorddu C.P. School ",651.823117,650.828602,647.714666,671.472038,698.553495,766.770294
"","","","5202085 - Buckley Southdown C.P. ",1137.300571,1188.577496,1176.727456,1240.158005,1245.08538,1360.534906
"","","","5202086 - Wepre C.P. School ",959.959515,1021.789892,1009.379659,1098.927311,1101.326899,1174.527628
"","","","5202089 - Drury C.P. School ",439.144093,506.217814,517.648266,529.159201,536.582738,576.315685
"","","","5202090 - Broughton Infants School ",".",".",".",".",".","."
"","","","5202091 - Cornist Park C.P. School ",908.985725,990.440432,989.924507,1047.746785,1033.883053,1059.853817
"","","","5202092 - Ysgol Derwenfa ",474.868454,489.590177,482.691191,479.35384,472.671614,496.67171
"","","","5202093 - Penarlag C.P. School ",616.852948,675.260355,659.065985,668.090309,651.726191,711.268292
"","","","5202094 - Ysgol Owen Jones C.P. ",360.700617,418.369352,474.127219,483.18416,465.978878,498.702301
"","","","5202097 - Broughton Junior School ",".",".",".",".",".","."
"","","","5202231 - Abbots Lane C.P. School ",".",".",".",".",".","."
"","","","5202237 - Ysgol Gronant ",277.388501,294.589149,284.182656,307.577855,297.183057,302.941987
"","","","5202257 - Ysgol Croes Atti ",729.247293,700.058721,810.423564,642.498414,798.176917,857.060685
"","","","5202266 - Ysgol Parc Y Llan ",342.136819,368.607072,449.391256,455.357581,449.975117,474.947863
"","","","5202267 - Mynydd Isa ",1741.53035,1813.586144,1922.40663,1991.61343,2003.898371,2094.393401
"","","","5202268 - Broughton Primary School ",1304.129468,1456.323636,1531.174083,1616.855681,1709.128322,1838.755621
"","","","5202269 - Ysgol Cae'r Nant ",1035.840872,1146.882173,1204.328802,1225.54642,1211.676102,1297.76473
"","","","5202270 - Ysgol Penyffordd ",806,847.773383,904.358261,907.403944,960.377208,1089.405071
"","","","5202271 - Ysgol Ty Ffynnon ",1009.76199,986.079579,967.174665,1067.720687,1114.480622,1203.405419
"","","","5202272 - Ysgol Maes-Y-Felin ",".",594.911209,1119.507432,1063.976009,1099.446498,1200.885589
"","","","5203002 - Nannerch Primary School ",260.138041,260.716145,274.814014,258.457885,245.090893,260.343478
"","","","5203004 - Rhes-Y-Cae Controlled ",".",".",".",".",".","."
"","","","5203021 - Nercwys Primary School ",".",".",".",".",".","."
"","","","5203303 - Ysgol Yr Esgob ",250.731705,266.365554,274.683384,245.748134,276.805001,272.905795
"","","","5203306 - St Mary's R.C. Primary School ",935.496338,953.500835,928.981708,883.33217,906.440532,907.782827
"","","","5203307 - St Winefrides R.C. School ",500.236447,572.473202,565.524172,600.364208,624.680687,695.574056
"","","","5203308 - St David's R.C. School ",357.044105,345.78355,332.09956,336.439359,346.565403,393.966527
"","","","5203311 - St Anthony's R.C. Primary School ",490.088729,520.159431,513.27757,516.276705,478.725198,462.485338
"","","","5203312 - Ven. Edward Morgan R.C. Primary School ",805.0399,904.188824,861.54454,888.551751,889.248836,859.810544
"","","","5203316 - Trelawnyd V.A. School ",329.340351,321.533,342.876534,347.77451,337.078551,344.857407
"","","","5203317 - Rector Drew V.A.  School ",".",".",".",".",".","."
"","","","5203320 - Ysgol Y Llan, Whitford V.P. ",364.618897,428.419127,431.711163,403.071893,408.695325,433.827549
"","","","5203330 - St Ethelwold's Primary School ",373.926735,391.447551,393.683856,409.29308,407.961813,418.416276
"","","","5203331 - St Johns the Baptist V.A. Primary School ",324.827262,383.683555,392.376501,414.790906,446.425808,484.038645
